2022-12-19 19:25:41	e7e6b0de-c537-41a4-bec9-b89192565a28	Request: GET	/	undefined
2022-12-19 19:25:41	f37a8b50-df11-4d26-b814-e73f1ea29771	Request: GET	/favicon.ico	undefined
2022-12-19 19:26:22	f2058cb3-0bdc-43a3-86e2-f3709a49cdd5	Request: GET	/index.html	undefined
2022-12-19 19:27:44	bc2c1bc3-0d64-4526-92e5-3895a15b9dd7	Request: GET	/index.html	undefined
2022-12-19 19:27:49	d4c16e19-7f44-441f-9b88-a2f4b8e9b9f4	Request: GET	/	undefined
2022-12-19 20:35:10	a56623c2-e829-4483-ac0c-910322c75140	Request: GET	/	undefined
2022-12-19 20:35:13	c634526f-4e06-4a3a-a83d-452e4d486f0c	Request: GET	/users	undefined
2022-12-19 20:35:48	1bd6063a-34f4-4c6a-ac2f-273a6c7127eb	Request: GET	/users	undefined
2022-12-19 20:35:52	58e0e006-b352-4e72-8431-0d23f05b61f3	Request: GET	/users	undefined
2022-12-19 20:36:00	ad8809f9-2afd-4a4e-b4ad-b9d3eece9a69	Request: GET	/users	undefined
2022-12-19 20:36:01	7a227479-ad41-4d27-9078-213ffef73be6	Request: GET	/users	undefined
2022-12-19 20:39:26	1497cd31-50bc-4134-b7ea-88d36c172d3b	Request: GET	/users	undefined
2022-12-19 20:41:47	efdd626e-3578-4ba5-8437-13b3de39824a	Request: GET	/users	undefined
2022-12-19 20:42:05	8475c8ab-c64c-46c3-9ddb-37fb4916eae8	Request: GET	/users	undefined
2022-12-19 20:43:20	477cda10-ae4b-4d5f-967d-1cf4b9c5b7cb	Request: GET	/users	undefined
2022-12-19 21:54:14	a6141620-6663-4da2-b629-663057c5b23b	Request: GET	/users	undefined
2022-12-19 21:55:31	1ed7e765-be57-444b-8f54-0ddd947761bf	Request: POST	/users	undefined
2022-12-19 21:57:00	3b064174-760f-4d2c-a19a-1bd7e4c4a2e3	Request: POST	/users	undefined
2022-12-19 21:58:18	35cbaf10-3142-45a1-99a6-996ec36f790d	Request: POST	/users	undefined
2022-12-19 21:58:35	bd2f2105-883a-4444-b053-bb2021000655	Request: POST	/users	undefined
2022-12-19 21:58:40	2b7f30af-dc50-43aa-8a42-020257e34179	Request: POST	/users	undefined
